Date,ADS,ALV,BAS,BAYN,BEI,BMW,CON,DAI,DBK,LHA,DTE,FRE,FME,HEI,HEN3,LIN,MRK,MUV2,RWE,SAP,SIE,TKA,VOW3
,Consumer Discretionary,Financials,Materials,Healthcare,Consumer Staples,Consumer Discretionary,Consumer Discretionary,Consumer Discretionary,Financials,Consumer Discretionary,Communications,Healthcare,Healthcare,Materials,Consumer Staples,Materials,Healthcare,Financials,Utilities,Technology,"Industrial, electronics",Industrials,VOW3
2003-02-27,12.4806432723999,32.429573059082,7.07553100585938,7.59100437164307,19.2576484680176,13.0713548660278,10.1389865875244,14.2614126205444,16.1642036437988,4.61117124557495,4.11829996109009,4.35555982589722,8.6915922164917,15.3135681152344,11.8448295593262,13.6871700286865,6.28006362915039,40.0874633789063,10.1844806671143,14.0383977890015,21.9210910797119,5.34236001968384,15.9633359909058
2003-02-28,12.8828544616699,32.9048690795898,7.15165758132935,7.42730379104614,19.4021511077881,13.4558057785034,10.4880819320679,14.4136695861816,16.4389400482178,4.76892185211182,4.16119956970215,4.33333015441895,8.4147481918335,15.4527540206909,11.9899702072144,13.7492160797119,6.21346569061279,42.0495910644531,10.0519618988037,14.0748863220215,22.107421875,5.61325883865356,16.1413650512695
2003-03-03,12.8690452575684,33.6673278808594,7.18972063064575,7.51214122772217,19.4868907928467,13.6895933151245,10.338436126709,14.4136695861816,16.7615604400635,4.84779691696167,3.97790431976318,4.30000019073486,8.53494930267334,15.5849275588989,12.1288022994995,13.4182929992676,6.13306474685669,42.9149284362793,10.0372343063355,13.965428352356,22.468053817749,5.38646030426025,16.2244052886963
2003-03-04,12.8655939102173,32.2315254211426,7.12205362319946,7.47579288482666,19.2865447998047,12.6089735031128,9.9037971496582,13.7640399932861,16.3299179077148,4.6657772064209,3.88040685653687,4.27111005783081,8.64652442932129,15.6545219421387,12.1855964660645,13.5165634155273,5.99158668518066,42.2659149169922,10.0127115249634,13.2083177566528,22.3057880401611,5.35496091842651,15.8149824142456
2003-03-05,13.0088701248169,32.6375160217285,7.0247802734375,7.28781604766846,18.4348945617676,12.4271373748779,9.73278522491455,13.7792644500732,16.6656761169434,4.56263160705566,3.99740386009216,4.27778005599976,8.70234203338623,16.0023403167725,11.8385171890259,13.066689491272,5.92222785949707,42.6885261535645,10.1010589599609,12.7850675582886,22.32985496521,5.22266101837158,15.4945135116577
2003-03-06,13.0727415084839,31.2660694122314,6.90213203430176,7.35454225540161,18.5351257324219,12.1465911865234,9.27685260772705,13.4087724685669,16.0682678222656,4.47768926620483,3.87650656700134,4.33333015441895,8.94911956787109,15.6545219421387,12.0467662811279,13.0098352432251,6.12196493148804,40.852180480957,9.85566902160645,12.8981771469116,21.7588233947754,5.08406209945679,14.829870223999
2003-03-07,12.6463623046875,30.6422271728516,6.82177591323853,7.25750350952148,19.0938320159912,12.0167074203491,9.43357181549072,13.3275690078735,16.2426834106445,4.41094923019409,3.94670462608337,4.45444011688232,9.40410804748535,15.6127519607544,12.0972499847412,12.8443231582642,5.88893032073975,40.3239326477051,9.91456699371338,12.856219291687,21.6085300445557,4.79426527023315,14.7170972824097
2003-03-10,12.763744354248,28.9143047332764,6.684326171875,7.08166742324829,18.2595844268799,11.6270618438721,9.22697162628174,12.952000617981,15.4359951019287,4.24713087081909,3.56841373443604,4.34443998336792,9.02637767791748,15.4388055801392,11.8258981704712,12.2704029083252,5.63375282287598,36.9833068847656,9.18322277069092,12.3417501449585,21.0675830841064,4.6745662689209,14.4797306060791
2003-03-11,12.6998748779297,28.7162570953369,6.38404846191406,7.00890588760376,18.8299160003662,10.889328956604,8.77096462249756,12.7286911010742,15.2397994995117,4.1925253868103,3.70491099357605,4.41110992431641,8.88905143737793,15.897985458374,10.9045629501343,11.8101835250855,5.80018997192383,35.4689559936523,9.3206672668457,12.3691158294678,20.5566596984863,4.53596687316895,13.3937206268311
2003-03-12,12.4737396240234,26.2407150268555,6.00764560699463,6.39655542373657,19.0842418670654,10.9724559783936,8.62131977081299,12.1501159667969,14.6075277328491,4.47768926620483,3.56061410903931,4.22221994400024,8.6679630279541,15.5153360366821,10.9298048019409,11.804988861084,5.55053329467773,32.5006256103516,8.6776704788208,12.4201984405518,19.5648880004883,4.41626882553101,12.871527671814
